Order ID,uniq_id,Product Quantity,Product Price Each,Order Total,Order Date,Purchase Address,User rating for the product,User ID,User Age,User Occupation,User Income,User Interests,User Ethnicity
O0000024,3e6adda893c5660fdc13a98f136d52b3,3,149.0,6438.0,2023-03-18,363 Main St.New York,2.0,U01887,46,Teacher,101103,Books; Electronics; Fashion,Other
O0000024,8015db34d09642b046c775e8157dd729,1,899.0,6438.0,2023-03-18,363 Main St.New York,3.0,U01887,46,Teacher,101103,Books; Electronics; Fashion,Other
O0000024,d620fa0d35825bb3c0717e9d3446cc97,1,699.0,6438.0,2023-03-18,363 Main St.New York,2.7,U01887,46,Teacher,101103,Books; Electronics; Fashion,Other
O0000024,b2b0429c4052c6d6c109478b142e7b01,3,399.0,6438.0,2023-03-18,363 Main St.New York,3.2,U01887,46,Teacher,101103,Books; Electronics; Fashion,Other
O0000025,eb9e91c2a319dbe8b1e1045374926577,2,499.0,33130.0,2023-09-28,661 Oak St.Houston,4.3,U00349,40,Artist,81776,Electronics; Fashion,Other
O0000025,f53e7a8aaa0889f82c7465fe725eea1e,1,31033.0,33130.0,2023-09-28,661 Oak St.Houston,4.3,U00349,40,Artist,81776,Electronics; Fashion,Other
O0000025,db9af576e8d8274d87b42d0f6cf66d16,1,799.0,33130.0,2023-09-28,661 Oak St.Houston,3.4,U00349,40,Artist,81776,Electronics; Fashion,Other
O0000026,7c06ff3955fe877f82b2c93d5414d99a,1,399.0,2195.0,2023-06-08,508 Main St.Los Angeles,1.7,U01947,35,Accountant,49036,Fitness; Cooking,Other
O0000026,dc226a5c9e8277ca16c6b9503964e500,3,998.0,2195.0,2023-06-08,508 Main St.Los Angeles,2.6,U01947,35,Accountant,49036,Fitness; Cooking,Other
O0000027,ca88e5dc1c393600089d6861492a8340,2,619.0,8559.0,2023-07-09,182 Main St.Chicago,4.0,U00246,45,Artist,102085,Music; Sports,Other
O0000027,550ffbc5ca22a8a7c0306ae25bf5c5fe,3,960.0,8559.0,2023-07-09,182 Main St.Chicago,3.1,U00246,45,Artist,102085,Music; Sports,Other
O0000027,6dfc69555b23b5725739cab623f8b857,2,825.0,8559.0,2023-07-09,182 Main St.Chicago,4.0,U00246,45,Artist,102085,Music; Sports,Other
O0000027,685ef82735ba9ce3be66dff7f087ef49,1,999.0,8559.0,2023-07-09,182 Main St.Chicago,4.9,U00246,45,Artist,102085,Music; Sports,Other
O0000028,649ee4afa300b22cd55a0f064f37c363,3,299.0,4651.0,2023-01-13,522 Pine St.New York,2.9,U01097,39,Doctor,61127,Electronics; Music,Other
O0000028,b00c86218922f3ab6f066c34a8b89c96,1,359.0,4651.0,2023-01-13,522 Pine St.New York,3.6,U01097,39,Doctor,61127,Electronics; Music,Other
O0000028,4cdb036030ac274cbbff6b1826509f39,3,740.0,4651.0,2023-01-13,522 Pine St.New York,2.2,U01097,39,Doctor,61127,Electronics; Music,Other
O0000028,200bfb20b0a45ea3c9cd09b5c43bf8a5,2,399.0,4651.0,2023-01-13,522 Pine St.New York,1.5,U01097,39,Doctor,61127,Electronics; Music,Other
O0000029,a0e3ea4193a770e2ceaf2f265f61b5b5,2,649.0,1772.0,2023-01-20,248 Elm St.Los Angeles,3.1,U00240,37,Engineer,74676,Travel; Cooking,Asian
O0000029,bb02f9bc6b5d792436ea93b098b725a5,1,425.0,1772.0,2023-01-20,248 Elm St.Los Angeles,1.4,U00240,37,Engineer,74676,Travel; Cooking,Asian
O0000029,29c8d290caa451f97b1c32df64477a2c,1,349.0,1772.0,2023-01-20,248 Elm St.Los Angeles,3.5,U00240,37,Engineer,74676,Travel; Cooking,Asian
O0000030,7a7ba93ab20a2b50fd5a7dc74bcba063,2,1039.0,8201.0,2023-10-01,809 Oak St.New York,2.5,U00826,41,Manager,111165,Music,Asian
O0000030,1de462dc46412f4fe577e94027b40f1b,2,1799.0,8201.0,2023-10-01,809 Oak St.New York,3.8,U00826,41,Manager,111165,Music,Asian
O0000030,7050697f8923bb5c5d1c799a9c4eab96,2,1095.0,8201.0,2023-10-01,809 Oak St.New York,4.4,U00826,41,Manager,111165,Music,Asian
O0000031,eb4f1bcaca52402bc2ec1a93dce85013,2,144.0,87521.0,2023-12-16,824 Elm St.Los Angeles,3.8,U01432,32,Manager,57027,Travel,African American
O0000031,ad034c875d5c1cc032e6a2641644252d,1,22904.0,87521.0,2023-12-16,824 Elm St.Los Angeles,2.6,U01432,32,Manager,57027,Travel,African American
O0000031,d62aa1323a2c6a1e5497707b15e995c9,2,17923.0,87521.0,2023-12-16,824 Elm St.Los Angeles,4.9,U01432,32,Manager,57027,Travel,African American
O0000031,61c0139f3d5c97f1615797dbf046cc0c,2,299.0,87521.0,2023-12-16,824 Elm St.Los Angeles,1.7,U01432,32,Manager,57027,Travel,African American
O0000032,d2d3273ac4b2ffb00aed6f6b4bcd0857,1,599.0,6415.0,2023-05-19,296 Elm St.New York,3.8,U01533,47,Artist,62536,Fashion; Music,Asian
O0000032,29146dc253f1b65d63f14f84c7afa6c5,3,239.0,6415.0,2023-05-19,296 Elm St.New York,4.0,U01533,47,Artist,62536,Fashion; Music,Asian
O0000032,8d2b55c879b3a72a1c50ccfd4589d0d8,3,1380.0,6415.0,2023-05-19,296 Elm St.New York,4.6,U01533,47,Artist,62536,Fashion; Music,Asian
O0000033,9fea1d64ed0f2ecda975f74c92dc295c,2,349.0,2745.0,2023-10-30,728 Main St.Chicago,4.9,U01086,40,Doctor,38630,Sports; Cooking,African American
O0000033,ddde32a31bcd48119fce56076cf2fcee,1,699.0,2745.0,2023-10-30,728 Main St.Chicago,3.7,U01086,40,Doctor,38630,Sports; Cooking,African American
O0000033,0369468d80618dc48461ddf6fc259c01,3,499.0,2745.0,2023-10-30,728 Main St.Chicago,2.7,U01086,40,Doctor,38630,Sports; Cooking,African American
O0000034,c95eb9ddacb5e5567018680e5812163e,3,3521.0,7042.0,2023-01-22,754 Oak St.Houston,5.0,U00063,39,Manager,102392,Music; Sports,Other
O0000035,e23d63b12ab9d928a8cd75b2d07dfe26,2,699.0,5094.0,2023-05-12,326 Oak St.Chicago,2.3,U01314,50,Scientist,109164,Electronics; Fitness; Travel,Caucasian
O0000035,41a8123ff07c3f7599d5471370d87523,1,249.0,5094.0,2023-05-12,326 Oak St.Chicago,2.3,U01314,50,Scientist,109164,Electronics; Fitness; Travel,Caucasian
O0000035,a57f4106431e1caf2e94dd1a846b299a,1,1000.0,5094.0,2023-05-12,326 Oak St.Chicago,0.4,U01314,50,Scientist,109164,Electronics; Fitness; Travel,Caucasian
O0000035,84ae97250691bd4af7733068fb8881a5,2,499.0,5094.0,2023-05-12,326 Oak St.Chicago,2.4,U01314,50,Scientist,109164,Electronics; Fitness; Travel,Caucasian
O0000036,f463a716a2cfa5735684589463b9c307,3,999.0,4692.0,2023-01-07,486 Pine St.Houston,3.7,U01755,52,Student,39089,Cooking; Fashion; Travel,Asian
O0000036,b4d35b6536b623c83b293eb3a1c02bba,3,399.0,4692.0,2023-01-07,486 Pine St.Houston,3.9,U01755,52,Student,39089,Cooking; Fashion; Travel,Asian
O0000036,2d50e4c6ccf8befe9335ac8f97a11712,3,1248.0,4692.0,2023-01-07,486 Pine St.Houston,3.0,U01755,52,Student,39089,Cooking; Fashion; Travel,Asian
O0000037,c275ee5ac19f774a3ef7da71b40aabd8,2,449.0,1656.0,2023-11-02,211 Pine St.Houston,3.4,U00332,24,Lawyer,153220,Music,African American
O0000037,c2b5b8fae0a493905b27493e1546558a,3,309.0,1656.0,2023-11-02,211 Pine St.Houston,4.2,U00332,24,Lawyer,153220,Music,African American
O0000038,320833ab08c9a94ef83520612899a85f,3,399.0,399.0,2023-06-28,284 Elm St.New York,2.2,U01383,39,Teacher,50278,Electronics; Sports,Caucasian
O0000039,beb241345dac78fafa6acf7541ba1cbe,2,1495.0,7631.0,2023-03-15,294 Main St.Chicago,2.3,U01987,41,Scientist,70332,Fashion; Electronics,Asian
O0000039,f74476ba64365d97a5be7d375cbf4c7a,3,600.0,7631.0,2023-03-15,294 Main St.Chicago,5.0,U01987,41,Scientist,70332,Fashion; Electronics,Asian
O0000039,4b1cc3f6ccfd2f4c7c57a1ab97fb0136,1,649.0,7631.0,2023-03-15,294 Main St.Chicago,3.1,U01987,41,Scientist,70332,Fashion; Electronics,Asian
O0000039,ee44e2aefefd590d529037f9735cf9b4,2,599.0,7631.0,2023-03-15,294 Main St.Chicago,1.3,U01987,41,Scientist,70332,Fashion; Electronics,Asian
O0000040,93a04e00d364c5562f57479b6f089860,3,1790.0,6168.0,2023-12-06,868 Pine St.Chicago,4.5,U01841,46,Manager,99993,Cooking,African American
O0000040,e2076ffb3c6ecce697aecb66b50d58af,3,399.0,6168.0,2023-12-06,868 Pine St.Chicago,3.3,U01841,46,Manager,99993,Cooking,African American
O0000041,1b63fe385529471ca8912c10ede4ae79,3,399.0,10654.0,2023-09-04,744 Main St.Los Angeles,1.2,U01067,55,Doctor,97831,Travel; Fashion; Fitness,Asian
O0000041,8f06175a03f746c17bbcd315231a4c24,2,1600.0,10654.0,2023-09-04,744 Main St.Los Angeles,5.0,U01067,55,Doctor,97831,Travel; Fashion; Fitness,Asian
O0000041,ad50773192afcbe6a76a5ea3ea3c9d43,2,1469.0,10654.0,2023-09-04,744 Main St.Los Angeles,3.5,U01067,55,Doctor,97831,Travel; Fashion; Fitness,Asian
O0000041,4b1cc3f6ccfd2f4c7c57a1ab97fb0136,1,649.0,10654.0,2023-09-04,744 Main St.Los Angeles,3.0,U01067,55,Doctor,97831,Travel; Fashion; Fitness,Asian
O0000042,8050d31bffe6827c804b8222338aafb2,3,259.0,73094.0,2023-01-25,683 Main St.Los Angeles,3.0,U00565,22,Doctor,110114,Music,Other
O0000042,c4300d5bc871e6baf8cd459c81622d42,2,24192.0,73094.0,2023-01-25,683 Main St.Los Angeles,2.4,U00565,22,Doctor,110114,Music,Other
O0000043,22f01c289c956a7d29b15ea99d199963,3,1039.0,3117.0,2023-07-13,340 Main St.Chicago,3.4,U01112,49,Doctor,85067,Music; Sports; Cooking,African American
O0000044,b23b8411e22a75ee2b4d21555e23848b,3,799.0,799.0,2023-11-18,532 Oak St.Houston,3.3,U01087,43,Manager,74545,Travel; Fashion,Other
O0000045,db9af576e8d8274d87b42d0f6cf66d16,1,799.0,1449.0,2023-10-31,477 Elm St.Chicago,5.0,U00925,27,Student,76501,Fashion,Hispanic
O0000045,a9d4171c4aaed7c1d407781671219dbe,2,650.0,1449.0,2023-10-31,477 Elm St.Chicago,2.0,U00925,27,Student,76501,Fashion,Hispanic
O0000046,dc0827db6807dcc784b7fdbd3f9d13c6,3,225.0,225.0,2023-07-30,344 Oak St.New York,2.6,U01461,36,Lawyer,108142,Cooking; Electronics; Fitness,Other
O0000047,d62aa1323a2c6a1e5497707b15e995c9,3,17923.0,35846.0,2023-05-31,223 Main St.Chicago,2.2,U00999,46,Artist,83800,Sports; Music,Asian
O0000048,a0fc2fbb33527cbdceae0978e770b601,1,399.0,1872.0,2023-10-10,836 Oak St.Houston,2.6,U00994,67,Doctor,151016,Sports; Cooking,Asian
O0000048,ad2649e988c2db94a83017c91c098c7c,1,225.0,1872.0,2023-10-10,836 Oak St.Houston,2.3,U00994,67,Doctor,151016,Sports; Cooking,Asian
O0000049,4a7f1f7de502461fdb41cbadb2f0da81,2,1600.0,11479.0,2023-03-09,422 Main St.Los Angeles,1.4,U01259,35,Scientist,114440,Fitness; Cooking; Travel,African American
O0000049,fd9894932ee24d2c63ff84fcb7707a5b,2,2309.0,11479.0,2023-03-09,422 Main St.Los Angeles,1.5,U01259,35,Scientist,114440,Fitness; Cooking; Travel,African American
O0000049,1a81a0da97afb5e5133d8fb344057e47,3,984.0,11479.0,2023-03-09,422 Main St.Los Angeles,4.0,U01259,35,Scientist,114440,Fitness; Cooking; Travel,African American
O0000050,f5b56b74cab686a72d10d5fd212fb81e,2,262.0,262.0,2023-03-24,728 Oak St.Chicago,3.7,U01983,42,Student,62494,Music,African American
O0000051,588d8f7647d36f6e1c162984f2cd9676,1,2795.0,8385.0,2023-03-29,118 Oak St.New York,4.1,U00442,29,Manager,105433,Fitness; Cooking,Hispanic
O0000052,860a432976251e6815a794ff4779d14a,2,499.0,499.0,2023-06-27,190 Elm St.Houston,1.9,U00445,49,Student,59723,Cooking; Sports; Books,Hispanic
O0000053,c8233013fd617b03e1a89df8531f73b0,3,410.0,60690.0,2023-10-08,258 Main St.Houston,1.1,U01063,25,Student,54511,Electronics; Fitness,Asian
O0000053,f1ee63a5f0db853e2c1b377778580d39,2,869.0,60690.0,2023-10-08,258 Main St.Houston,2.8,U01063,25,Student,54511,Electronics; Fitness,Asian
O0000053,33dacd5c7d1f9c4a6edf841217a306da,1,28313.0,60690.0,2023-10-08,258 Main St.Houston,2.9,U01063,25,Student,54511,Electronics; Fitness,Asian
O0000053,7bcd5fafb67949a054c7b11c88301c08,1,349.0,60690.0,2023-10-08,258 Main St.Houston,4.3,U01063,25,Student,54511,Electronics; Fitness,Asian
O0000054,db9af576e8d8274d87b42d0f6cf66d16,1,799.0,33739.0,2023-05-22,797 Oak St.Los Angeles,3.5,U01824,25,Artist,66822,Fitness,Caucasian
O0000054,c497e4250ea07a8a87efa8fda01ae6e0,1,250.0,33739.0,2023-05-22,797 Oak St.Los Angeles,4.0,U01824,25,Artist,66822,Fitness,Caucasian
O0000054,d7a3fd91e17e9a4f7858ea889bdc2f75,1,21901.0,33739.0,2023-05-22,797 Oak St.Los Angeles,2.5,U01824,25,Artist,66822,Fitness,Caucasian
O0000054,41384da51732c0b4df3de8f395714fbb,1,4995.0,33739.0,2023-05-22,797 Oak St.Los Angeles,2.1,U01824,25,Artist,66822,Fitness,Caucasian
O0000055,c227597ca3d8f4ae425feb58a7afd5db,1,899.0,9436.0,2023-01-22,474 Pine St.Los Angeles,2.7,U01969,35,Artist,58193,Travel,African American
O0000055,abe2d2e1280cf017dd29026183475afb,3,299.0,9436.0,2023-01-22,474 Pine St.Los Angeles,1.5,U01969,35,Artist,58193,Travel,African American
O0000055,28483c0a6f59cd16f77415c05f0d7850,1,522.0,9436.0,2023-01-22,474 Pine St.Los Angeles,2.8,U01969,35,Artist,58193,Travel,African American
O0000055,7461e6d29befda690bfcd762cd50ac5a,3,1899.0,9436.0,2023-01-22,474 Pine St.Los Angeles,4.1,U01969,35,Artist,58193,Travel,African American
O0000056,e9420e9483f16db81c64dddf99f34841,3,1399.0,16742.0,2023-05-11,678 Elm St.Los Angeles,3.5,U01521,34,Doctor,101025,Electronics; Cooking; Travel,Caucasian
O0000056,849588c6934255174b56d26814709ad8,2,4999.0,16742.0,2023-05-11,678 Elm St.Los Angeles,2.4,U01521,34,Doctor,101025,Electronics; Cooking; Travel,Caucasian
O0000056,9057cba6825ff7f60509b760c65d63d4,2,849.0,16742.0,2023-05-11,678 Elm St.Los Angeles,3.5,U01521,34,Doctor,101025,Electronics; Cooking; Travel,Caucasian
O0000057,c2a17313954882c1dba461863e98adf2,2,430.0,1608.0,2023-11-28,183 Main St.Los Angeles,2.5,U00906,42,Artist,72759,Books; Electronics,African American
O0000057,ccfdfc13491abbf4225b1e31c83f7a9f,3,159.0,1608.0,2023-11-28,183 Main St.Los Angeles,4.3,U00906,42,Artist,72759,Books; Electronics,African American
O0000058,89a9bbf1b61d650910f1e944dacea8e5,2,740.0,48681.0,2023-10-18,186 Main St.Los Angeles,2.6,U01790,37,Engineer,93668,Music,Caucasian
O0000058,dfcbada2e14bd8e721ed8747f02b3baf,3,22203.0,48681.0,2023-10-18,186 Main St.Los Angeles,2.4,U01790,37,Engineer,93668,Music,Caucasian
O0000058,c8e336c579b22b44e63e894f205b33fc,1,199.0,48681.0,2023-10-18,186 Main St.Los Angeles,3.0,U01790,37,Engineer,93668,Music,Caucasian
O0000058,2deb7baf772c49a3faf388c3425d4a7a,2,799.0,48681.0,2023-10-18,186 Main St.Los Angeles,2.9,U01790,37,Engineer,93668,Music,Caucasian
O0000059,5b085177978f863858eb88c27dfbf01b,2,2799.0,2799.0,2023-08-02,998 Main St.Los Angeles,3.0,U00382,36,Accountant,73838,Sports; Books; Music,Other
O0000060,96b28f917a5039948586d60e1d3ee60a,1,410.0,1520.0,2023-08-15,887 Oak St.Houston,2.0,U01964,34,Scientist,53875,Electronics; Sports,Other
O0000060,5f081c3b36ae72605ad87d65561802f8,2,350.0,1520.0,2023-08-15,887 Oak St.Houston,3.2,U01964,34,Scientist,53875,Electronics; Sports,Other
O0000061,26fc529ea4d74e57f4a9c7318d72c72a,3,20586.0,64053.0,2023-07-28,143 Elm St.Los Angeles,3.8,U00788,38,Student,94109,Music; Cooking; Electronics,Caucasian
O0000061,70a5697b744f4d9c643fb961bbe2da6d,2,2295.0,64053.0,2023-07-28,143 Elm St.Los Angeles,4.6,U00788,38,Student,94109,Music; Cooking; Electronics,Caucasian
O0000062,0ef9de124cd5c9a9c1e1459a3e1468dc,2,18480.0,55687.0,2023-06-21,454 Oak St.Los Angeles,2.5,U00815,39,Lawyer,67674,Fashion; Cooking,African American
