Order ID,Product ID,Product Quantity,Product Price Each,Order Total,Order Date,Purchase Address,User rating for the product,User ID,User Age,User Occupation,User Income,User Interests,User Ethnicity
O0000027,6d755981462c2818d8b75481c9d95225,1,499,998,7/7/23,"115 Elm St., Los Angeles",3.9,U00372,63,Accountant,55304,Fashion; Electronics; Books,Other
O0000028,2ff30f3ea3463d3fd0e760bf717cd935,1,920,6049,11/25/23,"577 Elm St., Houston",0.2,U00925,66,Doctor,67185,Books,Hispanic
O0000028,4ee2d953c3fe742600f52aa7c41707b0,1,1403,6049,11/25/23,"577 Elm St., Houston",4.5,U00925,66,Doctor,67185,Books,Hispanic
O0000029,4b909eefd1bc876a9707f5ebf5bd9702,1,599,599,5/24/23,"128 Pine St., New York",2.1,U00546,61,Manager,36916,Sports; Electronics,Caucasian
O0000030,1608aac3bcfd00e70bff4e0ad3de20ab,3,400,6497,3/17/23,"711 Elm St., Houston",0.1,U00198,45,Scientist,197085,Travel,Caucasian
O0000030,2a9c883b8382c5b70f5da661fc758222,1,399,6497,3/17/23,"711 Elm St., Houston",2.5,U00198,45,Scientist,197085,Travel,Caucasian
O0000030,de815cbf1decd18bd0bf53a4af3a5383,2,1500,6497,3/17/23,"711 Elm St., Houston",1.5,U00198,45,Scientist,197085,Travel,Caucasian
O0000031,0d3e1dc0d38be59e9927e47f152e48aa,3,275,8947,5/31/23,"641 Pine St., New York",3.1,U00548,32,Lawyer,94426,Sports; Fashion,African American
O0000031,1152067424d4a5a6f562e62692452da0,2,899,8947,5/31/23,"641 Pine St., New York",4.4,U00548,32,Lawyer,94426,Sports; Fashion,African American
O0000031,27de0022ce36646fcd3e0d3f0387275e,1,920,8947,5/31/23,"641 Pine St., New York",1.7,U00548,32,Lawyer,94426,Sports; Fashion,African American
O0000031,5ebda647da2c8f8b9eed75a78feaff85,1,1685,8947,5/31/23,"641 Pine St., New York",0.1,U00548,32,Lawyer,94426,Sports; Fashion,African American
O0000032,0661617df4bdd754b7f2714c927fb6bd,1,550,3586,2/27/23,"517 Main St., Houston",1.1,U00605,62,Engineer,110626,Fitness,African American
O0000032,098d0bcc475e53f3ad5080d61f1abde5,1,239,3586,2/27/23,"517 Main St., Houston",3.5,U00605,62,Engineer,110626,Fitness,African American
O0000032,17a079a9fc25b1d1d57fda4ed74e648f,2,299,3586,2/27/23,"517 Main St., Houston",2.3,U00605,62,Engineer,110626,Fitness,African American
O0000032,eeff3f9038622d4a4bc1da5bcf5771cf,2,920,3586,2/27/23,"517 Main St., Houston",3.5,U00605,62,Engineer,110626,Fitness,African American
O0000033,33e0859ec596d53fb296199218f8cfe7,3,610,3616,8/10/23,"710 Oak St., Chicago",0.3,U00813,48,Teacher,70779,Books; Travel,Caucasian
O0000033,a0f2d850e3dcb38c6d9def687746555c,2,599,3616,8/10/23,"710 Oak St., Chicago",0.1,U00813,48,Teacher,70779,Books; Travel,Caucasian
O0000033,d4644cab52cf5bc4cba486943e369969,3,599,3616,8/10/23,"710 Oak St., Chicago",3.1,U00813,48,Teacher,70779,Books; Travel,Caucasian
O0000034,0ec5634605e7e0c6b3e1af0f91b0876f,1,1685,8052,9/13/23,"840 Pine St., Chicago",3.6,U00945,33,Artist,147508,Travel; Fashion; Sports,Hispanic
O0000034,ff3318689e59386545c9bd6cc8369671,3,999,8052,9/13/23,"840 Pine St., Chicago",2.5,U00945,33,Artist,147508,Travel; Fashion; Sports,Hispanic
O0000035,17868b78a82a70b778396f720cd1469f,1,249,1396,6/2/23,"232 Pine St., Chicago",2.4,U00359,51,Artist,109458,Electronics,Asian
O0000035,5d2f06e969a0f0327ec84f46f35989ff,3,649,1396,6/2/23,"232 Pine St., Chicago",1.8,U00359,51,Artist,109458,Electronics,Asian
O0000036,83b7c331ebdd018bea7cecb6171eda96,2,1299,4596,3/6/23,"569 Main St., Houston",1.9,U00910,46,Artist,45638,Books,Other
O0000036,f8856a4632c01a335c36e88e7345018c,2,699,4596,3/6/23,"569 Main St., Houston",1,U00910,46,Artist,45638,Books,Other
O0000037,579b98bde1b77b857e238cd6812cdedb,1,3399,4896,1/19/23,"475 Oak St., Los Angeles",2.6,U00398,22,Doctor,123725,Sports; Travel,Caucasian
O0000037,9fe988ebfe00bb41d8668776c2ee8a31,3,499,4896,1/19/23,"475 Oak St., Los Angeles",1.9,U00398,22,Doctor,123725,Sports; Travel,Caucasian
O0000038,b907217c21fb2fc4defd9cf23957bc1b,1,1685,3370,1/11/23,"942 Oak St., Houston",1.3,U00725,36,Artist,115555,Books,Other
O0000039,60a6e20e5accd853b8d53f9d563dbfbc,2,850,4794,8/13/23,"713 Oak St., Los Angeles",1.9,U00684,58,Accountant,50879,Travel; Music; Sports,Hispanic
O0000039,73922af6682f1ac3df69890da647a902,3,274,4794,8/13/23,"713 Oak St., Los Angeles",3.3,U00684,58,Accountant,50879,Travel; Music; Sports,Hispanic
O0000039,7b17fdbed058f70df3bda40a4b863c43,3,225,4794,8/13/23,"713 Oak St., Los Angeles",4.3,U00684,58,Accountant,50879,Travel; Music; Sports,Hispanic
O0000039,811248fbd28b5c660df3c948d7c2e8f9,1,399,4794,8/13/23,"713 Oak St., Los Angeles",2.6,U00684,58,Accountant,50879,Travel; Music; Sports,Hispanic
O0000040,21b327e54c47d47b8ec120f115d4d563,1,20399,22781,11/19/23,"861 Main St., Los Angeles",1.6,U00463,34,Teacher,58219,Fitness,Asian
O0000040,85fe188e1ee8237b70df0d475907bf24,1,1584,22781,11/19/23,"861 Main St., Los Angeles",3.6,U00463,34,Teacher,58219,Fitness,Asian
O0000040,afdd7c3c914008fd5a7bfe4f76004cf6,1,399,22781,11/19/23,"861 Main St., Los Angeles",2.6,U00463,34,Teacher,58219,Fitness,Asian
O0000041,3e976fa9b716ecf1d19f52e6d2670b49,1,290,3857,11/22/23,"557 Oak St., Houston",0.4,U00478,63,Engineer,176797,Travel; Fashion; Books,Asian
O0000041,b5a4ad99802e18742a2df04fa48b627e,3,549,3857,11/22/23,"557 Oak St., Houston",3.2,U00478,63,Engineer,176797,Travel; Fashion; Books,Asian
O0000041,fec63ed5d15acc84b28ce91caa88d4cd,1,670,3857,11/22/23,"557 Oak St., Houston",3.2,U00478,63,Engineer,176797,Travel; Fashion; Books,Asian
O0000042,7b6b422574ece9f641b429820ee63ef3,1,289,3974,10/16/23,"375 Elm St., Houston",0.4,U00364,28,Accountant,63647,Fitness; Cooking; Books,Hispanic
O0000042,8bb2d0db31fa09eaddeb9b5d6858268d,1,1469,3974,10/16/23,"375 Elm St., Houston",3.3,U00364,28,Accountant,63647,Fitness; Cooking; Books,Hispanic
O0000042,938eb5ba886fef4a251211e019fde87b,3,1099,3974,10/16/23,"375 Elm St., Houston",4.1,U00364,28,Accountant,63647,Fitness; Cooking; Books,Hispanic
O0000042,f8f7a6123e0f9a60260f17f57f2159cf,1,414,3974,10/16/23,"375 Elm St., Houston",1.9,U00364,28,Accountant,63647,Fitness; Cooking; Books,Hispanic
O0000043,04a8714cfbe28f100afca5f6510daa66,3,299,7283,3/3/23,"725 Pine St., Chicago",1.3,U00836,65,Manager,34997,Fashion,African American
O0000043,d0dca7c437af10ff97a5c125c1ddcd4d,3,4995,7283,3/3/23,"725 Pine St., Chicago",2.6,U00836,65,Manager,34997,Fashion,African American
O0000043,d205fadd5c7b90529c5d343016a23388,3,1690,7283,3/3/23,"725 Pine St., Chicago",4.1,U00836,65,Manager,34997,Fashion,African American
O0000044,3401163d09619b7dd7cf28c0f5027dd6,1,1380,4523,1/6/23,"985 Oak St., Houston",1.2,U00487,62,Teacher,123666,Music; Sports; Travel,Asian
O0000044,3e477b9e33f50cd064a1633fa8b17c96,3,849,4523,1/6/23,"985 Oak St., Houston",3.5,U00487,62,Teacher,123666,Music; Sports; Travel,Asian
O0000044,a445ca6e29425e5ac3d97bb72f9dedc6,2,320,4523,1/6/23,"985 Oak St., Houston",1.7,U00487,62,Teacher,123666,Music; Sports; Travel,Asian
O0000044,b430db4440e4f110a1333e903d73ae98,1,594,4523,1/6/23,"985 Oak St., Houston",2.5,U00487,62,Teacher,123666,Music; Sports; Travel,Asian
O0000045,76c6547503d87689ef95f3d65235489b,1,729,2187,10/27/23,"199 Pine St., Los Angeles",0.5,U00973,52,Engineer,192383,Travel,Caucasian
O0000046,1a54a6bfa95c824dc9d340997a3dc7cd,3,499,1497,7/25/23,"487 Main St., New York",4.9,U00232,19,Student,75848,Cooking; Fashion; Music,African American
O0000047,2f8317061ddb6249e1faec2fbba98bbc,1,919,85512,10/1/23,"772 Oak St., Houston",2.3,U00800,18,Doctor,106702,Books; Travel; Music,Other
O0000047,5938648e972b59e5ffe1651c190cd742,2,799,85512,10/1/23,"772 Oak St., Houston",1.6,U00800,18,Doctor,106702,Books; Travel; Music,Other
O0000047,9dbc352a4b8836b4222c140ce89111c6,2,796,85512,10/1/23,"772 Oak St., Houston",4.2,U00800,18,Doctor,106702,Books; Travel; Music,Other
O0000047,b684985bb1edd33d059e21bcea1a9606,2,41499,85512,10/1/23,"772 Oak St., Houston",3.9,U00800,18,Doctor,106702,Books; Travel; Music,Other
O0000048,3016d7c81892e97184e1613cc15690b5,1,31760,66023,7/29/23,"593 Elm St., New York",0.1,U00908,48,Artist,167034,Sports; Travel; Electronics,Asian
O0000048,91397ce104320e01879d43f7b90464d1,1,449,66023,7/29/23,"593 Elm St., New York",2.5,U00908,48,Artist,167034,Sports; Travel; Electronics,Asian
O0000048,a2889883edc9d4ae8ff6811d09e2cd60,2,249,66023,7/29/23,"593 Elm St., New York",3.3,U00908,48,Artist,167034,Sports; Travel; Electronics,Asian
O0000048,a2ee9594c2805d985d9bf32cbb5d607b,2,678,66023,7/29/23,"593 Elm St., New York",1.2,U00908,48,Artist,167034,Sports; Travel; Electronics,Asian
O0000049,888d364cc4226de6fcd1d9cd6ab39275,3,399,2786,4/29/23,"217 Pine St., Chicago",3.8,U00992,45,Manager,83512,Fitness,Hispanic
O0000049,c58563bc164647afda72578cf5a3e251,1,295,2786,4/29/23,"217 Pine St., Chicago",3.2,U00992,45,Manager,83512,Fitness,Hispanic
O0000049,f8cdf036ebc3dbb06a08d8697311fee9,1,599,2786,4/29/23,"217 Pine St., Chicago",3.4,U00992,45,Manager,83512,Fitness,Hispanic
O0000050,c77e476576ee8f549d3e212991dab715,3,249,747,10/14/23,"688 Oak St., Houston",2.3,U00796,26,Engineer,82031,Books,Caucasian
O0000051,12784aaeb317bd77182d0626d28d54b8,3,3299,10595,9/21/23,"679 Oak St., Houston",2.8,U00846,59,Scientist,179453,Books; Sports; Travel,Hispanic
O0000051,13f1f611488dc03d193db4639fbc1a8e,2,599,10595,9/21/23,"679 Oak St., Houston",4,U00846,59,Scientist,179453,Books; Sports; Travel,Hispanic
O0000051,f1c99a5a1b6ca0fca350c803ed45ea0d,1,1699,10595,9/21/23,"679 Oak St., Houston",2.1,U00846,59,Scientist,179453,Books; Sports; Travel,Hispanic
O0000052,19846c2af93280e8d3845bbb46459bfa,2,950,6940,4/18/23,"839 Pine St., Los Angeles",2,U00551,66,Doctor,64205,Fitness; Books,African American
O0000052,468daffb48be1149432ae9ab0d8dcbf7,3,623,6940,4/18/23,"839 Pine St., Los Angeles",2.2,U00551,66,Doctor,64205,Fitness; Books,African American
O0000052,8c88066069c4e821e40b23c708a82458,2,449,6940,4/18/23,"839 Pine St., Los Angeles",0.9,U00551,66,Doctor,64205,Fitness; Books,African American
O0000052,ace154420a51fad090b3543995630051,1,499,6940,4/18/23,"839 Pine St., Los Angeles",1.3,U00551,66,Doctor,64205,Fitness; Books,African American
O0000053,159b45e4dede207f28319bf1cacee3bc,2,580,60003,1/24/23,"284 Pine St., Houston",2.5,U00536,48,Teacher,102470,Electronics; Books; Cooking,Other
O0000053,1b1c83326a749b99c9cafc740f9136fa,1,55575,60003,1/24/23,"284 Pine St., Houston",2.9,U00536,48,Teacher,102470,Electronics; Books; Cooking,Other
O0000053,2ba1663af301278833308e9142ad5a44,3,490,60003,1/24/23,"284 Pine St., Houston",4,U00536,48,Teacher,102470,Electronics; Books; Cooking,Other
O0000053,ccc2046cc94219ec2976ad43afec4e4f,1,899,60003,1/24/23,"284 Pine St., Houston",3.1,U00536,48,Teacher,102470,Electronics; Books; Cooking,Other
O0000054,0939750389ef168e807efdf588f6f143,3,900,4654,3/3/23,"714 Pine St., Houston",1.4,U00265,49,Manager,118532,Electronics; Sports; Travel,Hispanic
O0000054,5a6ba582080905c0ace518169e6c0e9a,2,169,4654,3/3/23,"714 Pine St., Houston",3.3,U00265,49,Manager,118532,Electronics; Sports; Travel,Hispanic
O0000054,ae3c3ce44abb966d904f0c9fb58720fe,2,349,4654,3/3/23,"714 Pine St., Houston",2.8,U00265,49,Manager,118532,Electronics; Sports; Travel,Hispanic
O0000054,dd870e762ad2bd2513c002a6ad47241f,3,718,4654,3/3/23,"714 Pine St., Houston",4.5,U00265,49,Manager,118532,Electronics; Sports; Travel,Hispanic
O0000055,010998ac5b285a312e155f7c82abed1e,2,305,3348,3/21/23,"399 Pine St., New York",3.6,U00095,36,Teacher,47917,Electronics,Caucasian
O0000055,1e8741b5ae27a513546c94b3f3312aee,2,399,3348,3/21/23,"399 Pine St., New York",1.8,U00095,36,Teacher,47917,Electronics,Caucasian
O0000055,6de22a7d39b7b182b9a850c61b5a2849,1,499,3348,3/21/23,"399 Pine St., New York",3.5,U00095,36,Teacher,47917,Electronics,Caucasian
O0000055,85c7ff90209e1d49fa0d4d532d9fecfa,2,449,3348,3/21/23,"399 Pine St., New York",2.4,U00095,36,Teacher,47917,Electronics,Caucasian
O0000056,0eb7c0cb6208dc9f920d22826e9bcd71,2,179,3393,6/6/23,"951 Main St., New York",4.9,U00877,59,Teacher,169186,Fashion,Caucasian
O0000056,221cd612ee0f7e5f180077b041fe2857,2,329,3393,6/6/23,"951 Main St., New York",1.3,U00877,59,Teacher,169186,Fashion,Caucasian
O0000056,c49d39563a18d576a99327871528eaee,1,1099,3393,6/6/23,"951 Main St., New York",3.7,U00877,59,Teacher,169186,Fashion,Caucasian
O0000057,3f7d2f871b070abfefb74b81a2751ff1,3,599,2695,8/3/23,"214 Oak St., Los Angeles",2,U00901,32,Engineer,93665,Fashion,Hispanic
O0000057,767b0595041c426d82f68f95f6b0714a,3,499,2695,8/3/23,"214 Oak St., Los Angeles",1.6,U00901,32,Engineer,93665,Fashion,Hispanic
O0000058,e931ec86ba910b6486d3ccb73de5f45d,3,599,599,3/19/23,"603 Main St., Houston",4.7,U00588,60,Accountant,72431,Electronics; Fashion; Music,Asian
O0000059,03bfa8808ea158d15feee260422e809e,3,34799,34998,12/3/23,"423 Main St., Chicago",3.2,U00712,39,Engineer,90275,Books,Asian
O0000059,89b6660dd6b85a779cac2823dd715ff2,2,199,34998,12/3/23,"423 Main St., Chicago",3.2,U00712,39,Engineer,90275,Books,Asian
O0000060,5622e7e5f60380925f803e3d539cb9c2,2,399,2135,8/29/23,"384 Pine St., Chicago",2,U00213,66,Manager,34889,Electronics,Hispanic
O0000060,6bb7b0980adc4431d6ce01810edb5670,3,249,2135,8/29/23,"384 Pine St., Chicago",2,U00213,66,Manager,34889,Electronics,Hispanic
O0000060,b15443cfc03f5c2640fe10db2ac1ea00,3,239,2135,8/29/23,"384 Pine St., Chicago",3,U00213,66,Manager,34889,Electronics,Hispanic
O0000060,f9309817f32858aa6e4467d156ceaec6,3,849,2135,8/29/23,"384 Pine St., Chicago",2.1,U00213,66,Manager,34889,Electronics,Hispanic
O0000061,7ebca8e1830a1a7041f77c342b1282ee,2,1249,2596,3/29/23,"572 Main St., Chicago",3.5,U00554,30,Artist,48240,Books; Sports,Caucasian
O0000061,983a7ed82fff5ed7dafde7de41856ca6,2,449,2596,3/29/23,"572 Main St., Chicago",4.5,U00554,30,Artist,48240,Books; Sports,Caucasian
O0000062,0bff0eda7a6677dc1acb0477a1f7a121,2,733,5389,9/6/23,"228 Elm St., Los Angeles",1.6,U00869,35,Scientist,75895,Electronics; Travel,African American
O0000062,5e1582d64076e0e2e6e19aba907bc469,2,329,5389,9/6/23,"228 Elm St., Los Angeles",4.8,U00869,35,Scientist,75895,Electronics; Travel,African American
O0000062,a786e42cefb2a6c82da3aa75bb70e11e,2,350,5389,9/6/23,"228 Elm St., Los Angeles",4.9,U00869,35,Scientist,75895,Electronics; Travel,African American
O0000062,dd4d779dcb9822880f209e3011578b05,2,855,5389,9/6/23,"228 Elm St., Los Angeles",3.6,U00869,35,Scientist,75895,Electronics; Travel,African American
O0000063,748032070a9f2b64ac486727766ba59c,2,750,1500,6/22/23,"562 Oak St., Chicago",3.1,U00832,67,Lawyer,67522,Music; Cooking; Fitness,Asian
O0000064,75f6685eb4f4ae6a782d114c1c2e3d6a,3,599,1797,8/24/23,"540 Elm St., Houston",0.2,U00534,38,Artist,128309,Fashion; Music; Travel,Caucasian
